Datum,Kategorie,Name,Studierendenpreis,Preis andere,Nutriscore,meta_kategorie,vegan,rahm,kartoffeln,kroketten,Krokette
2025-02-24,Eintopf,"""Blumenkohleintopf mit Kartoffeln und Kichererbsen""","1,64 €","3,20 €",A,Hauptgericht,0.0,0.0,1.0,0.0,
2025-02-24,Essen 1,Semmelknödel mit Waldpilzen,"1,92 €","3,74 €",B,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-24,Essen 2,Mediterrane Hackfleisch-Nudel -Pfanne mit Gemüse und Tomaten,"2,08 €","4,06 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-24,Vegan,Gefüllte Frühlingsrolle an Sweet Chilisoße,"2,98 €","5,81 €",B,Hauptgericht,1.0,0.0,0.0,0.0,
2025-02-24,Wok-/Grill,"""Pierogi"" mit Kartoffel-Quarkfüllung, Gemüsestiften und Schnittlauch-Crème-fraîche","2,74 €","4,61 €",C,Special,0.0,0.0,1.0,0.0,
2025-02-24,Beilage 1,Pommes frites,"0,60 €","1,17 €",C,Beilage,0.0,0.0,0.0,0.0,
2025-02-24,Beilage 2,Reis mit Gemüse,"0,60 €","1,17 €",A,Beilage,0.0,0.0,0.0,0.0,
2025-02-24,Dessert 1,Erdbeercremejoghurt,"0,46 €","0,90 €",B,Dessert,0.0,0.0,0.0,0.0,
2025-02-24,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-24,Gemüse 1,Brokkoli,"0,76 €","1,48 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-24,Gemüse 2,Balkangemüse,"0,46 €","0,90 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-24,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,Gemüse,0.0,0.0,0.0,0.0,
2025-02-24,Suppe,Kohlrabicremesuppe,"0,50 €","0,98 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-25,Eintopf,Unser Bestseller: Ungarische Gulaschsuppe,"3,28 €","6,40 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-25,Essen 1,"Penne ""Mykonos"" mit Gemüse und Hirtenkäse","1,66 €","3,24 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-25,Essen 2,Gebratenes Rotbarschfilet mit Kartoffelsalat,"2,96 €","5,77 €",A,Hauptgericht,0.0,0.0,1.0,0.0,
2025-02-25,Vegan,Sojastreifen Budapest mit Paprikastreifen und Tomate,"1,62 €","3,16 €",A,Hauptgericht,1.0,0.0,0.0,0.0,
2025-02-25,Wok-/Grill,"""Pimp your Burger"" - Kross gebratenes Gemüse-Patty mit Pommes frites und Toppings nach Wahl","5,82 €","7,69 €",C,Special,0.0,0.0,0.0,0.0,
2025-02-25,Beilage 1,Kartoffeln,"0,44 €","0,86 €",A,Beilage,0.0,0.0,1.0,0.0,
2025-02-25,Beilage 2,Reis,"0,46 €","0,90 €",A,Beilage,0.0,0.0,0.0,0.0,
2025-02-25,Dessert 1,Grießpudding mit Himbeeren,"0,74 €","1,44 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-25,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-25,Gemüse 1,Delikatessbohnen,"0,44 €","0,86 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-25,Gemüse 2,Kaisergemüse,"0,48 €","0,94 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-25,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,Gemüse,0.0,0.0,0.0,0.0,
2025-02-25,Suppe,Champignonsuppe,"0,40 €","0,66 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-26,Eintopf,Linseneintopf,"1,54 €","3,28 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-26,Essen 1,Kartoffel-Spitzkohlpfanne mit Walnuss-Apfeldip,"1,84 €","3,59 €",B,Hauptgericht,0.0,0.0,1.0,0.0,
2025-02-26,Essen 2,Schweinegulasch Toskana im Reisrand,"2,90 €","5,66 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-26,Vegan,"Pommes frites ""Street Food Style"" mit Sojabolognese","2,06 €","4,01 €",B,Hauptgericht,1.0,0.0,0.0,0.0,
2025-02-26,Wok-/Grill,Rheinischer Sauerbraten mit Apfelrotkohl und frischen Kartoffelklößen,"5,54 €","7,41 €",A,Special,0.0,0.0,1.0,0.0,
2025-02-26,Beilage 1,Reis,"0,46 €","0,90 €",A,Beilage,0.0,0.0,0.0,0.0,
2025-02-26,Beilage 2,Pommes frites,"0,60 €","1,17 €",C,Beilage,0.0,0.0,0.0,0.0,
2025-02-26,Dessert 1,Quark mit Erdbeeren,"0,72 €","1,40 €",A,Dessert,0.0,0.0,0.0,0.0,
2025-02-26,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-26,Gemüse 1,Erbsen,"0,48 €","0,94 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-26,Gemüse 2,Mexicogemüse,"0,64 €","1,25 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-26,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,Gemüse,0.0,0.0,0.0,0.0,
2025-02-26,Suppe,Brokkolisuppe,"0,34 €","0,66 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-27,Eintopf,"Afrikanischer Ananas-Erdnuß-Eintopf ""planted.""","2,56 €","4,99 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-27,Essen 1,"Gebratener Reis mit Gemüse, Ei und Hähncheninnenfilet","2,02 €","3,94 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-27,Essen 2,"""Pulled-Porkpfanne BBQ"" mit Paprika und Zwiebeln","2,34 €","4,56 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-27,Vegan,Hausgemachte Linsenlasagne mit Tomatensoße,"2,14 €","4,17 €",A,Hauptgericht,1.0,0.0,0.0,0.0,
2025-02-27,Wok-/Grill,"""Pakora ""Gebackenes Tilapiafilet auf Indische Art mit Gemüsereis und Joghurt-Minzdip","3,26 €","5,13 €",A,Special,0.0,0.0,0.0,0.0,
2025-02-27,Beilage 1,Pommes frites,"0,60 €","1,17 €",C,Beilage,0.0,0.0,0.0,0.0,
2025-02-27,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,Beilage,0.0,0.0,1.0,0.0,
2025-02-27,Dessert 1,Rote Grütze mit Vanillesoße,"0,78 €","1,52 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-27,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-27,Gemüse 1,Fingerkarotten,"0,44 €","0,86 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-27,Gemüse 2,Blumenkohl,"0,44 €","0,85 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-27,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,Gemüse,0.0,0.0,0.0,0.0,
2025-02-27,Suppe,Tomatencremesuppe,"0,38 €","0,74 €",B,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-28,Eintopf,"Möhren ""Durcheinander""","1,78 €","3,47 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-28,Essen 1,Warmer Kaiserschmarren mit Vanillesoße,"1,52 €","2,96 €",C,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-28,Essen 2,Zwei Kutterfrikadellen mit Remouladensoße,"2,30 €","4,49 €",D,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-28,Vegan,"Grüne Tortellini mit veganer Käsesoße, bunten Gemüsestreifen und Rucola","2,56 €","5,00 €",C,Hauptgericht,1.0,0.0,0.0,0.0,
2025-02-28,Wok-/Grill,"Choriatiki salata Griechischer Gemüsesalat mit roten Linsen, Oliven, Gurken, Tomaten, Paprika und gebratenem Halloumi","5,48 €","7,35 €",C,Special,0.0,0.0,0.0,0.0,
2025-02-28,Beilage 1,Kartoffeln,"0,44 €","0,86 €",A,Beilage,0.0,0.0,1.0,0.0,
2025-02-28,Beilage 2,Reis,"0,46 €","0,90 €",A,Beilage,0.0,0.0,0.0,0.0,
2025-02-28,Dessert 1,Blaubeerjoghurt,"0,54 €","1,05 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-28,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-28,Gemüse 1,Romanobohnen,"0,52 €","1,01 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-28,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,Gemüse,0.0,0.0,0.0,0.0,
2025-02-28,Suppe,Asiatische Gemüsesuppe,"0,62 €","1,21 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-17,Eintopf,"Hackfleischeintopf ""Budapest"" mit Kartoffeln und Paprika","2,92 €","5,69 €",A,Hauptgericht,0.0,0.0,1.0,0.0,
2025-02-17,Essen 1,Gnocchi mit Gemüse und Walnusspesto,"2,24 €","4,37 €",B,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-17,Essen 2,"Holländische ""Frikandel Spezial"" mit Curryketchup, Mayonnaise und feinen Zwiebeln","1,72 €","3,35 €",D,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-17,Vegan,Maultaschen in Miso - Brühe mit Gemüsestreifen,"2,56 €","4,86 €",A,Hauptgericht,1.0,0.0,0.0,0.0,
2025-02-17,Wok-/Grill,"Frische, bunte Bandnudeln mit Rucola-Pesto, Kirschtomaten und Schweinefiletstreifen","5,16 €","7,03 €",A,Special,0.0,0.0,0.0,0.0,
2025-02-17,Beilage 1,Pommes frites,"0,60 €","1,17 €",C,Beilage,0.0,0.0,0.0,0.0,
2025-02-17,Beilage 2,Couscous,"0,46 €","0,90 €",A,Beilage,0.0,0.0,0.0,0.0,
2025-02-17,Dessert 1,Joghurt mit Johannisbeeren,"0,54 €","1,05 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-17,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-17,Gemüse 1,Brokkoli,"0,76 €","1,48 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-17,Gemüse 2,Leipziger Allerlei,"0,58 €","1,13 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-17,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,Gemüse,0.0,0.0,0.0,0.0,
2025-02-17,Suppe,Karotten-Ingwersuppe,"0,38 €","0,74 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-18,Eintopf,Pürierter Kartoffeleintopf mit frischer Blattpetersilie,"1,90 €","3,71 €",A,Hauptgericht,0.0,0.0,1.0,0.0,
2025-02-18,Essen 1,Spaghetti al Limone mit gerösteten Mandeln und Parmesan,"1,74 €","3,39 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-18,Essen 2,Gebratenes Buntbarschfilet mit Thai-Green Soße,"2,72 €","5,30 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-18,Vegan,Frühlingsrolle mit Gemüsefüllung und chinesischer Bratensoße,"2,10 €","4,30 €",B,Hauptgericht,1.0,0.0,0.0,0.0,
2025-02-18,Wok-/Grill,"""Pimp Your Burger"" - Rindfleischpatty mit Salat, unserer Haussoße, Pommes frites und Toppings nach Wahl","6,08 €","7,95 €",D,Special,0.0,0.0,0.0,0.0,
2025-02-18,Beilage 1,Schwenkkartoffeln,"0,46 €","0,90 €",C,Beilage,0.0,0.0,1.0,0.0,
2025-02-18,Beilage 2,Nudeln mit Gemüse,"0,54 €","1,05 €",A,Beilage,0.0,0.0,0.0,0.0,
2025-02-18,Dessert 1,Schokopudding,"0,60 €","1,17 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-18,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-18,Gemüse 1,Blumenkohl,"0,42 €","0,82 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-18,Gemüse 2,Karottenscheiben,"0,36 €","0,70 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-18,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,Gemüse,0.0,0.0,0.0,0.0,
2025-02-18,Suppe,Brokkolisuppe,"0,36 €","0,70 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-19,Eintopf,"Weißer Bohneneintopf ""Serbische Art""","1,86 €","3,63 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-19,Essen 1,Putengyros mit Zaziki,"3,16 €","6,16 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-19,Essen 2,Lummerbraten vom Schwein mit grüner Pfeffersoße,"2,22 €","4,33 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-19,Vegan,"Penne ""Primavera"" mit buntem Gemüse","1,72 €","3,35 €",B,Hauptgericht,1.0,0.0,0.0,0.0,
2025-02-19,Wok-/Grill,Knusprige Schweinshaxe aus dem Ofen mit Kartoffelpüree und Sauerkraut,"5,02 €","6,89 €",A,Special,0.0,0.0,1.0,0.0,
2025-02-19,Beilage 1,Kroketten,"0,62 €","1,21 €",C,Beilage,0.0,0.0,0.0,1.0,
2025-02-19,Beilage 2,Nudeln mit Gemüse,"0,54 €","1,05 €",A,Beilage,0.0,0.0,0.0,0.0,
2025-02-19,Dessert 1,Waldbeerjoghurt,"0,52 €","1,01 €",B,Dessert,0.0,0.0,0.0,0.0,
2025-02-19,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-19,Gemüse 1,Delikatessbohnen,"0,44 €","0,86 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-19,Gemüse 2,Balkangemüse,"0,46 €","0,90 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-19,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,Gemüse,0.0,0.0,0.0,0.0,
2025-02-19,Suppe,"Cremige Kürbissuppe mit Ingwer, Kokosmilch und gerösteten Kürbiskernen","0,46 €","0,90 €",B,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-20,Eintopf,Gemüse-Nudeltopf mit veganem Ei,"1,88 €","3,67 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-20,Essen 1,"""Mac & Cheese"" - Maccaroni mit Cashewkernen und Käsesoße","1,96 €","3,82 €",C,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-20,Essen 2,Hausgemachte Frikadelle mit Champignonrahmsoße,"2,64 €","5,15 €",B,Hauptgericht,0.0,1.0,0.0,0.0,
2025-02-20,Vegan,Kartoffel-Endivien-Stampf mit 3 Green Mounten Balls,"2,70 €","5,27 €",C,Hauptgericht,1.0,0.0,1.0,0.0,
2025-02-20,Wok-/Grill,"""Powerfood Salatbowl"" mit Hähnchenstreifen in Chili-Kokosrahm auf verschiedenen Salaten und einem Dressing","3,94 €","5,81 €",B,Special,0.0,1.0,0.0,0.0,
2025-02-20,Beilage 1,Kartoffel Wedges,"0,72 €","1,40 €",C,Beilage,0.0,0.0,1.0,0.0,
2025-02-20,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,Beilage,0.0,0.0,1.0,0.0,
2025-02-20,Dessert 1,Grießpudding mit Himbeeren,"0,74 €","1,44 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-20,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-20,Gemüse 1,Erbsen,"0,48 €","0,94 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-20,Gemüse 2,Ratatouille Gemüse,"0,46 €","0,90 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-20,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,Gemüse,0.0,0.0,0.0,0.0,
2025-02-20,Suppe,Kohlrabicremesuppe,"0,48 €","0,94 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-21,Eintopf,Kichererbsen-Tomateneintopf,"1,46 €","3,33 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-21,Essen 1,Currywurstpfanne mit Paprika und Zwiebeln,"1,90 €","3,71 €",C,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-21,Essen 2,Frutti di Mare mit Farfalle,"2,74 €","5,22 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-21,Vegan,"Protein Pastapfanne mit Soja, getrockneten Tomaten und veganem Käse","2,26 €","4,41 €",A,Hauptgericht,1.0,0.0,0.0,0.0,
2025-02-21,Wok-/Grill,American Pancakes mit Beerenobst und Vanillesoße,"3,20 €","5,07 €",C,Special,0.0,0.0,0.0,0.0,
2025-02-21,Beilage 1,Pommes frites,"0,60 €","1,17 €",C,Beilage,0.0,0.0,0.0,0.0,
2025-02-21,Beilage 2,Reis mit Gemüse,"0,60 €","1,17 €",A,Beilage,0.0,0.0,0.0,0.0,
2025-02-21,Dessert 1,Buttermilchdessert Mango,"0,46 €","0,90 €",B,Dessert,0.0,0.0,0.0,0.0,
2025-02-21,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-21,Gemüse 1,Kaisergemüse,"0,48 €","0,94 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-21,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,Gemüse,0.0,0.0,0.0,0.0,
2025-02-21,Suppe,Kräutersuppe,"0,42 €","0,82 €",B,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-10,Eintopf,"""planted. Chicken"" Eintopf mit Curry und Gemüse","2,34 €","4,56 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-10,Essen 1,Kartoffelgnocchi mit frischem Gemüse und Kräuter-Sahnesoße,"1,64 €","3,20 €",B,Hauptgericht,0.0,0.0,1.0,0.0,
2025-02-10,Essen 2,"Hähnchenbrustfilet ""Texas"" mit BBQ Soße","2,98 €","5,81 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-10,Vegan,"Orientalische Couscouspfanne mit Gemüse, Mango, Rosinen, Nüssen und Soja-Joghurtdip","1,96 €","3,82 €",A,Hauptgericht,1.0,0.0,0.0,0.0,
2025-02-10,Wok-/Grill,"Schweinefilet mit Kräuterbutter, Pommes frites und hausgemachten Krautsalat","4,60 €","6,47 €",B,Special,0.0,0.0,0.0,0.0,
2025-02-10,Beilage 1,Pommes frites,"0,60 €","1,17 €",C,Beilage,0.0,0.0,0.0,0.0,
2025-02-10,Beilage 2,Penne Rigate mit Gemüse,"0,47 €","0,91 €",A,Beilage,0.0,0.0,0.0,0.0,
2025-02-10,Dessert 1,Joghurt mit Kirschen,"0,59 €","1,14 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-10,Dessert Gläser,Dessert im Glas,"1,60 €","1,60 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-10,Gemüse 1,Cordial Mischgemüse,"0,60 €","1,17 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-10,Gemüse 2,Pariser Karotten,"0,66 €","1,29 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-10,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,Gemüse,0.0,0.0,0.0,0.0,
2025-02-10,Suppe,Gemüsecremesuppe,"0,42 €","0,82 €",B,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-11,Eintopf,Deftiger Grünkohl-Kartoffeltopf,"1,68 €","3,28 €",A,Hauptgericht,0.0,0.0,1.0,0.0,
2025-02-11,Essen 1,Spätzle mit buntem Balsamico-Linsengemüse,"1,84 €","3,59 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-11,Essen 2,Mariniertes Tilapiafilet Cajun Style auf Asiagemüse,"3,40 €","6,63 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-11,Vegan,"""Chili con Soja"" mit Kidneybohnen, Mais und Fladenbrot","1,90 €","3,71 €",A,Hauptgericht,1.0,0.0,0.0,0.0,
2025-02-11,Wok-/Grill,"""Pimp Your Burger"" - Mariniertes Hähchenbrustfilet mit Cole Slaw, Pommes frites und Toppings nach Wahl","5,14 €","7,01 €",C,Special,0.0,0.0,0.0,0.0,
2025-02-11,Beilage 1,Reis,"0,46 €","0,90 €",A,Beilage,0.0,0.0,0.0,0.0,
2025-02-11,Beilage 2,Kartoffel Wedges,"0,68 €","1,33 €",C,Beilage,0.0,0.0,1.0,0.0,
2025-02-11,Dessert 1,Buttermilchdessert mit Erdbeeren,"0,63 €","1,24 €",A,Dessert,0.0,0.0,0.0,0.0,
2025-02-11,Dessert Gläser,Dessert im Glas,---,---,C,Dessert,0.0,0.0,0.0,0.0,
2025-02-11,Gemüse 1,Mischgemüse,"0,64 €","1,25 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-11,Gemüse 2,Blattspinat in Sojarahm,"0,60 €","1,17 €",A,Gemüse,0.0,1.0,0.0,0.0,
2025-02-11,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,Gemüse,0.0,0.0,0.0,0.0,
2025-02-11,Suppe,Blumenkohlrahmsuppe,"0,53 €","1,03 €",A,Hauptgericht,0.0,1.0,0.0,0.0,
2025-02-12,Eintopf,Mediterraner Tomaten-Zucchini-Eintopf,"1,62 €","3,16 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-12,Essen 1,Rosenkohl-Kartoffelauflauf mit Schnittlauchsoße,"1,96 €","3,82 €",B,Hauptgericht,0.0,0.0,1.0,0.0,
2025-02-12,Essen 2,Gebackener Hackbraten mit dunkler Senfsoße,"2,62 €","5,11 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-12,Vegan,"Gebratene Mie Nudeln mit Wokgemüse, Tofu und veganem Ei","3,02 €","5,89 €",A,Hauptgericht,1.0,0.0,0.0,0.0,
2025-02-12,Wok-/Grill,"Cabbage Thoran Weißkohl-Curry, mit Chili, Fenchel, Zwiebeln, Kokosraspel und Fladenbrot","2,48 €","4,35 €",B,Special,0.0,0.0,0.0,0.0,
2025-02-12,Beilage 1,Reis,"0,48 €","0,94 €",A,Beilage,0.0,0.0,0.0,0.0,
2025-02-12,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,Beilage,0.0,0.0,1.0,0.0,
2025-02-12,Dessert 1,Grießpudding mit Himbeeren,"0,74 €","1,44 €",C,Dessert,0.0,0.0,0.0,0.0,
2025-02-12,Dessert Gläser,Dessert im Glas,---,---,C,Dessert,0.0,0.0,0.0,0.0,
2025-02-12,Gemüse 1,Leipziger Allerlei,"0,58 €","1,13 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-12,Gemüse 2,Blumenkohl-Brokkoli-Mix,"0,54 €","1,05 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-12,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,Gemüse,0.0,0.0,0.0,0.0,
2025-02-12,Suppe,Champignonsuppe,"0,55 €","1,08 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-13,Eintopf,Gartengemüse-Eintopf mit Nudeln,"1,86 €","3,63 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-13,Essen 1,Zwei Spinatknödel mit Kräuter-Zwiebelsoße,"2,00 €","3,90 €",B,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-13,Essen 2,"Spaghetti ""Bolognese""","2,30 €","4,49 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-13,Vegan,"Rote Bete Gnocchis mit Gemüse, Champignons und gehackten Walnüssen","1,98 €","3,86 €",A,Hauptgericht,1.0,0.0,0.0,0.0,
2025-02-13,Wok-/Grill,"""Fish & Chips"" - Backfisch mit Erbsenpüree und Pommes frites","3,54 €","5,41 €",A,Special,0.0,0.0,0.0,0.0,
2025-02-13,Beilage 1,Pommes frites,"0,60 €","1,17 €",C,Beilage,0.0,0.0,0.0,0.0,
2025-02-13,Beilage 2,Reis mit Erbsen,"0,62 €","1,21 €",A,Beilage,0.0,0.0,0.0,0.0,
2025-02-13,Dessert 1,Mangoquark,"0,64 €","1,24 €",A,Dessert,0.0,0.0,0.0,0.0,
2025-02-13,Dessert Gläser,Dessert im Glas,---,---,C,Dessert,0.0,0.0,0.0,0.0,
2025-02-13,Gemüse 1,Delikatessbohnen,"0,43 €","0,84 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-13,Gemüse 2,Balkangemüse,"0,46 €","0,90 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-13,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,Gemüse,0.0,0.0,0.0,0.0,
2025-02-13,Suppe,Brokkolisuppe,"0,72 €","1,40 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-14,Eintopf,Fasolada,"1,80 €","3,60 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-14,Essen 1,"Schupfnudeln mit karamellisierten Äpfeln, Ahornsirup und Vanillesoße","1,78 €","3,47 €",C,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-14,Essen 2,Zwei Kutterfrikadellen mit Remouladensoße,"2,18 €","4,25 €",D,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-14,Vegan,Bunte Tortellini-Gemüsepfanne mit Tomatensoße,"2,22 €","4,33 €",B,Hauptgericht,1.0,0.0,0.0,0.0,
2025-02-14,Wok-/Grill,"""Plant-based Schnitzel vom Feld"" mit frischen Rahmchampignons, Pommes frites und Salat","5,54 €","7,41 €",B,Special,0.0,0.0,0.0,0.0,
2025-02-14,Beilage 1,Couscous,"0,44 €","0,86 €",A,Beilage,0.0,0.0,0.0,0.0,
2025-02-14,Beilage 2,Kartoffeln,"0,44 €","0,86 €",A,Beilage,0.0,0.0,1.0,0.0,
2025-02-14,Dessert 1,Joghurt mit Ananas,"0,52 €","1,01 €",A,Dessert,0.0,0.0,0.0,0.0,
2025-02-14,Dessert Gläser,Dessert im Glas,---,---,C,Dessert,0.0,0.0,0.0,0.0,
2025-02-14,Gemüse 1,Kaisergemüse,"0,48 €","0,94 €",A,Gemüse,0.0,0.0,0.0,0.0,
2025-02-14,Salat,Kleine Salatschale,"0,60 €","1,17 €",C,Gemüse,0.0,0.0,0.0,0.0,
2025-02-14,Suppe,Rote Linsen-Kartoffelsuppe,"0,56 €","1,10 €",A,Hauptgericht,0.0,0.0,1.0,0.0,
2025-02-03,Eintopf,Lauchrahmtopf mit Kartoffelwürfeln und Suppengemüse,"1,50 €","2,93 €",A,Hauptgericht,0.0,1.0,1.0,0.0,
2025-02-03,Essen 1,"Kartoffelnudeln mit Kraut, Paprikastreifen und Speck","1,86 €","3,63 €",C,Hauptgericht,0.0,0.0,1.0,0.0,
2025-02-03,Essen 2,"Paniertes Putenschnitzel ""Balkan Art""","2,48 €","4,84 €",A,Hauptgericht,0.0,0.0,0.0,0.0,
2025-02-03,Vegan,Frühlingsfest JIAOZI Gefüllte Teigtaschen auf Gemüse-Beet mit Sojasauce,---,---,A,Hauptgericht,1.0,0.0,0.0,0.0,
2025-02-03,Wok-/Grill,"Lahmacun, türkische Pizza mit frischen Salaten, Hähnchenstreifen und Joghurt","4,60 €","6,47 €",B,Special,0.0,0.0,0.0,0.0,
2025-02-03,Beilage 1,Kroketten,"0,62 €","1,21 €",C,Beilage,0.0,0.0,0.0,1.0,
